Stage: SNPRM,,,,,,,,,,,,,,,,,,,,,
Federal Motor Carrier Safety Administration,,,,,,,,,,,,,,,,,,,,,
Unified Registration System,,,,,,,,,,,,,,,,,,,,Red,
Previous Stage: ANPRM: Publication Date 08/26/96; End of Comment Period 10/26/96.,,,,,,,,,,,,,,,,,,,,,
NPRM: Publication Date 05/19/05; End of Comment Period 08/17/05.,,,,,,,,,,,,,,,,,,,,,
"Abstract: This rulemaking would replace three current identification and registration systems: the US DOT number identification system, the commercial registration system, and the financial responsibility system, with an online Federal unified registration system (URS). This program would serve as a clearinghouse and depository of information on, and identification of, brokers, freight forwarders, and others required to register with the Department of Transportation. The Agency is revising this rulemaking to address amendments directed by Safe, Accountable, Flexible, Efficient, Transportation Equity Act: A Legacy for Users (SAFETEA-LU). The replacement system for the Single State Registration System, which the ICC Termination Act originally directed be merged under URS, was addressed separately in RIN 2126-AB09. The cargo insurance portion of this rulemaking has been split off into RIN 2126-AB21.",,,,,,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,,,,,
Regulatory Flexibility Act Information Collection,,,,,,,,,,,,,,,,,,,,,
Prompting action: Statute,,,,,,,,,,,,,,,,,,,,,
Legal Deadline: Final Rule (SAFETEA-LU) : 08/10/2006 Final Rule (ICC Act) : 01/01/1998,,,,,,,,,,,,,,,,,,,,,
Rulemaking Project Initiated: 01/01/1996,,,,,,,,,,,,,,,,,,,,,
Docket Number: FMCSA-97-2349,,,,,,,,,,,,,,,,,,,,,
Dates for SNPRM:,,,,,,,,,,,,,,,,,,,,,
Milestone,,,Originally Scheduled Date,,,,New Projected Date,,,,Actual Date,,,,,,,,,,
To OST,,,02/02/2007,,,,03/14/2011,,,,03/15/2011,,,,,,,,,,
Concurrences Due to OST,,,02/07/2007,,,,03/21/2011,,,,03/22/2011,,,,,,,,,,
Withdrawn from OST,,,,,,,,,,,03/16/2011,,,,,,,,,,
Resubmitted to OST/2,,,,,,,,,,,03/25/2011,,,,,,,,,,
To OMB,,,03/08/2007,,,,06/27/2011,,,,07/06/2011,,,,,,,,,,
OMB Clearance,,,06/08/2007,,,,10/06/2011,,,,10/11/2011,,,,,,,,,,
Publication Date,,,06/29/2007,,,,10/20/2011,,,,10/26/2011,,,,,,,,,,
End of Comment Period,,,09/28/2007,,,,12/22/2011,,,,12/27/2011,,,,,,,,,,
Explanation for any delay: Unanticipated issues requiring further analysis,,,,,,,,,,,,,,,,,,,,,
Federal Register Citation for SNPRM: 76 FR 66506,,,,,,,,,,,,,,,,,,,,,
Federal Motor Carrier Safety Administration,,,,,,,,,,,,,,,,,,,,,
25.,,,,,,,,,,,,,,,,,,,,,
Popular Title: Mexico-Domiciled Motor Carriers,,,,,,,,,,,,,,,,,,,,,
RIN 2126-AA34,,,,,,,,,,,,,,,,,,,,,
Stage: Undetermined,,,,,,,,,,,,,,,,,,,,,
Previous Stage: IFR: Publication Date 03/19/2002; End of Comment Period 04/18/2002.,,,,,,,,,,,,,,,,,,,,,
"Abstract: This rulemaking would change FMCSA regulations to govern applications by Mexican carriers to operate beyond municipalities and commercial zones at the United State- Mexico border. It would also revise the application form, OP-1MX, to be filed by these Mexican motor carriers. The revised form would require additional information about the applicantÂ´s business and operating practices to allow the FMCSA to determine if the applicant can meet the safety standards established for operating in interstate commerce in the United States. Carriers that had previously submitted an application would have to  submit the updated form. These changes are needed to implement part of the North  American Free Trade Agreement (NAFTA). On January 16, 2003, the Ninth Circuit Court remanded this rule, along with two other NAFTA-related rules, to the agency, requiring a  full environmental impact statement and an analysis required by the Clean Air Act. On June 7, 2004, the Supreme Court reversed the Ninth Circuit and remanded the case, holding that FMCSA is not required to prepare the environmental documents as ruled by the Ninth Circuit. FMCSA originally planned to publish a final rule by November 20, 2003. FMCSA will determine the next steps to be taken after the pilot program on the long haul trucking provisions of NAFTA is completed.",,,,,,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,,,,,
Information Collection NAFTA,,,,,,,,,,,,,,,,,,,,,
Prompting action: International Agreement,,,,,,,,,,,,,,,,,,,,,
Legal Deadline: None,,,,,,,,,,,,,,,,,,,,,
Rulemaking Project Initiated: 02/07/2001,,,,,,,,,,,,,,,,,,,,,
Docket Number: FMCSA-98-3298,,,,,,,,,,,,,,,,,,,,,
Dates for Undetermined:,,,,,,,,,,,,,,,,,,,,,
Application by Certain Mexico-Domiciled Motor Carriers to Operate Beyond U.S. Municipalities and Commercial Zones on the U.S.-Mexico Border,,,,,,,,,,,,,,,,,,,,Red,
Milestone,,Originally Scheduled Date,,,,New Projected Date,,,,Actual Date,,,,,,,,,,,
To OST,,,,,,,,,,,,,,,,,,,,,
To OMB,,,,,,,,,,,,,,,,,,,,,
OMB Clearance,,,,,,,,,,,,,,,,,,,,,
Publication Date,,,,,,,,,,,,,,,,,,,,,
End of Comment Period,,,,,,,,,,,,,,,,,,,,,
Explanation for any delay: Unanticipated issues requiring further analysis,,,,,,,,,,,,,,,,,,,,,
Federal Register Citation for Undetermined: None,,,,,,,,,,,,,,,,,,,,,
Federal Motor Carrier Safety Administration,,,,,,,,,,,,,,,,,,,,,
Safety Monitoring System and Compliance Initiative for Mexico-Domiciled Motor Carriers Operating in the United States,,,,,,,,,,,,,,,,,,,,Red,
26.,,,,,,,,,,,,,,,,,,,,,
Popular Title: Safety Monitoring,,,,,,,,,,,,,,,,,,,,,
RIN 2126-AA35,,,,,,,,,,,,,,,,,,,,,
Stage: Undetermined,,,,,,,,,,,,,,,,,,,,,
Previous Stage: IFR: Publication Date 03/19/2002; End of Comment Period 04/18/2002.,,,,,,,,,,,,,,,,,,,,,
"Abstract: This rule would implement a safety monitoring system and compliance initiative designed to evaluate the continuing safety fitness of all Mexico-domiciled carriers within 18 months after receiving a provisional Certificate of Registration or provisional authority to operate in the United States. It also would establish suspension and revocation procedures  for provisional Certificates of Registration and operating authority, and incorporate criteria  to be used by FMCSA in evaluating whether Mexico-domiciled carriers exercise basic safety management controls. The interim rule included requirements that were not proposed in the NPRM but which are necessary to comply with the FY-2002 DOT Appropriations Act. On January 16, 2003, the Ninth Circuit Court of Appeals remanded this rule, along with two other NAFTA-related rules, to the agency, requiring a full environmental impact statement and an analysis required by the Clean Air Act. On June 7, 2004, the Supreme Court reversed the Ninth Circuit and remanded the case, holding that FMCSA is not required to prepare the environmental documents. FMCSA originally planned to publish a final rule by November 28, 2003. FMCSA will determine the next steps to be taken after the pilot program on the long haul trucking provisions of NAFTA is completed.",,,,,,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,,,,,
Regulatory Flexibility Act Federalism,,,,,,,,,,,,,,,,,,,,,
Information Collection NAFTA,,,,,,,,,,,,,,,,,,,,,
Prompting action: International Agreement,,,,,,,,,,,,,,,,,,,,,
Legal Deadline: None,,,,,,,,,,,,,,,,,,,,,
Rulemaking Project Initiated: 02/07/2001 Docket Number: FMCSA-1998-3299 Dates for Undetermined:,,,,,,,,,,,,,,,,,,,,,
Milestone,,Originally Scheduled Date,,,,New Projected Date,,,,Actual Date,,,,,,,,,,,
To OST,,,,,,,,,,,,,,,,,,,,,
To OMB,,,,,,,,,,,,,,,,,,,,,
OMB Clearance,,,,,,,,,,,,,,,,,,,,,
Publication Date,,,,,,,,,,,,,,,,,,,,,
End of Comment Period,,,,,,,,,,,,,,,,,,,,,
Explanation for any delay: Unanticipated issues requiring further analysis,,,,,,,,,,,,,,,,,,,,,
Federal Register Citation for Undetermined: None,,,,,,,,,,,,,,,,,,,,,
Federal Motor Carrier Safety Administration,,,,,,,,,,,,,,,,,,,,,
"Certification of Safety Auditors, Safety Investigators, and Safety Inspectors",,,,,,,,,,,,,,,,,,,,Red,
27.,,,,,,,,,,,,,,,,,,,,,
Popular Title: Safety Auditors Certification,,,,,,,,,,,,,,,,,,,,,
RIN 2126-AA64,,,,,,,,,,,,,,,,,,,,,
Stage: NPRM,,,,,,,,,,,,,,,,,,,,,
"Previous Stage: IFR: Date of Publication 03/19/02; Effective Date 06/17/02; End of Comment Period 05/20/02, IFR: Notice Extending Compliance Date 06/17/02; End of Extended C/P 07/17/02. IFR: Notice of Statutory Compliance Date 12/23/03, Reinstated IFR",,,,,,,,,,,,,,,,,,,,,
1/01/04.,,,,,,,,,,,,,,,,,,,,,
"Abstract: This rulemaking would require that any safety inspection, safety audit, or compliance review be conducted by a certified inspector, auditor, or investigator. It is required by section 211 of the Motor Carrier Safety Improvement Act. Based on comments to the Interim Final Rule (IFR), the agency will issue a NPRM that addresses issues not clarified in the IFR.",,,,,,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,,,,,
Prompting action: Statute,,,,,,,,,,,,,,,,,,,,,
Legal Deadline: NPRM : 12/09/2000 Rulemaking Project Initiated: 12/09/1999 Docket Number: FMCSA-2001-11060 Dates for NPRM:,,,,,,,,,,,,,,,,,,,,,
Milestone,,Originally Scheduled Date,,,,New Projected Date,,,,Actual Date,,,,,,,,,,,
To OST,,07/08/2005,,,,06/18/2012,,,,,,,,,,,,,,,
To OMB,,08/08/2005,,,,07/20/2012,,,,,,,,,,,,,,,
OMB Clearance,,11/07/2005,,,,10/19/2012,,,,,,,,,,,,,,,
Publication Date,,11/14/2005,,,,10/31/2012,,,,,,,,,,,,,,,
End of Comment Period,,01/13/2006,,,,01/01/2013,,,,,,,,,,,,,,,
"Explanation for any delay: Other, higher priorities",,,,,,,,,,,,,,,,,,,,,
Federal Register Citation for NPRM: None,,,,,,,,,,,,,,,,,,,,,
Federal Motor Carrier Safety Administration,,,,,,,,,,,,,,,,,,,,,
Limitations on the Issuance of Commercial Driver Licenses with a Hazardous Materials Endorsement,,,,,,,,,,,,,,,,,,,Black,,
28.,,,,,,,,,,,,,,,,,,,,,
Popular Title: USA PATRIOT Act Rule,,,,,,,,,,,,,,,,,,,,,
RIN 2126-AA70,,,,,,,,,,,,,,,,,,,,,
Stage: Undetermined,,,,,,,,,,,,,,,,,,,,,
Previous Stage: IFR: Publication Date 04/29/2005.,,,,,,,,,,,,,,,,,,,,,
"Abstract: This rulemaking would prohibit States from issuing, renewing, transferring or upgrading a commercial driverÂ´s license (CDL) with a hazardous materials endorsement, unless the Transportation Security Administration (TSA) has first conducted a background check on the applicant and determined the applicant does not pose a security risk warranting denial of the hazardous materials endorsement. FMCSA and TSA simultaneously published interim final rules. FMCSA has published another IFR corresponding to TSAÂ´s extension of compliance date. Since this rulemaking conforms to TSAÂ´s rulemaking, the rulemaking is dependent upon TSA action. This action is considered significant because of substantial public and congressional interest, and national security.",,,,,,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,,,,,
NAFTA,,,,,,,,,,,,,,,,,,,,,
Prompting action: Statute,,,,,,,,,,,,,,,,,,,,,
Legal Deadline: None,,,,,,,,,,,,,,,,,,,,,
Rulemaking Project Initiated: 10/26/2001 Docket Number: FMCSA-2001-11117 Dates for Undetermined:,,,,,,,,,,,,,,,,,,,,,
Milestone,Originally Scheduled Date,,,New Projected Date,,,,Actual Date,,,,,,,,,,,,,
To OST,,,,,,,,,,,,,,,,,,,,,
To OMB,,,,,,,,,,,,,,,,,,,,,
OMB Clearance,,,,,,,,,,,,,,,,,,,,,
Publication Date,,,,,,,,,,,,,,,,,,,,,
Explanation for any delay: N/A,,,,,,,,,,,,,,,,,,,,,
Federal Register Citation for Undetermined: None,,,,,,,,,,,,,,,,,,,,,
Federal Motor Carrier Safety Administration,,,,,,,,,,,,,,,,,,,,,
Qualifications of Drivers; Diabetes Standard,,,,,,,,,,,,,,,,,,,,Red,
29.,,,,,,,,,,,,,,,,,,,,,
Popular Title: Diabetes Standard,,,,,,,,,,,,,,,,,,,,,
RIN 2126-AA95,,,,,,,,,,,,,,,,,,,,,
Stage: NPRM,,,,,,,,,,,,,,,,,,,,,
Previous Stage: ANPRM: Publication Date 03/17/2006; End of Comment Period 06/15/2006.,,,,,,,,,,,,,,,,,,,,,
"Abstract: This rulemaking action would amend FMCSAÂ´s medical qualification standards to allow drivers with insulin-treated diabetes mellitus to operate commercial motor vehicles in interstate commerce, without seeking an exemption from the FMCSRs. This action is required by Safe, Accountable, Flexible, Efficient, Transportation Equity Act: A Legacy for Users (SAFETEA-LU).",,,,,,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,,,,,
Prompting action: Statute,,,,,,,,,,,,,,,,,,,,,
Legal Deadline: Initiate change : 11/10/2005 Rulemaking Project Initiated: 08/10/2005 Docket Number: FMCSA-2005-23151 Dates for NPRM:,,,,,,,,,,,,,,,,,,,,,
Milestone,,Originally Scheduled Date,,,,New Projected Date,,,,Actual Date,,,,,,,,,,,
To OST,,07/19/2010,,,,10/09/2012,,,,,,,,,,,,,,,
To OMB,,08/20/2010,,,,11/14/2012,,,,,,,,,,,,,,,
OMB Clearance,,11/19/2010,,,,02/14/2013,,,,,,,,,,,,,,,
Publication Date,,11/30/2010,,,,02/23/2013,,,,,,,,,,,,,,,
End of Comment Period,,01/30/2011,,,,04/23/2013,,,,,,,,,,,,,,,
Explanation for any delay: Lack of staffing,,,,,,,,,,,,,,,,,,,,,
Unanticipated issues requiring further analysis,,,,,,,,,,,,,,,,,,,,,
Federal Register Citation for NPRM: None,,,,,,,,,,,,,,,,,,,,,
Federal Motor Carrier Safety Administration,,,,,,,,,,,,,,,,,,,,,
National Registry of Certified Medical Examiners,,,,,,,,,,,,,,,,,,,,Red,
30.,,,,,,,,,,,,,,,,,,,,,
Popular Title: National Registry,,,,,,,,,,,,,,,,,,,,,
RIN 2126-AA97,,,,,,,,,,,,,,,,,,,,,
Stage: Final Rule,,,,,,,,,,,,,,,,,,,,,
Previous Stage: NPRM: Publication Date 12/01/08; End of Comment Period 01/30/09.,,,,,,,,,,,,,,,,,,,,,
"Abstract: This rulemaking would establish training, testing and certification standards for medical examiners responsible for certifying that interstate commercial motor vehicle   (CMV) drivers meet established physical qualifications standards; provide a database (or National Registry) of medical examiners that meet the prescribed standards for use by motor carriers, drivers, and Federal and State enforcement personnel in determining whether a medical examiner is qualified to conduct examinations of interstate truck and bus drivers;  and require medical examiners to transmit electronically to FMCSA the name of the driver and a numerical identifier for each driver that is examined. The rulemaking would also establish the process by which medical examiners who fail to meet or maintain the minimum standards would be removed from the National Registry. This action is in response to section 4116 of Safe, Accountable, Flexible, Efficient, Transportation Equity Act: A Legacy for Users (SAFETEA-LU).",,,,,,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,,,,,
Economically Significant Major,,,,,,,,,,,,,,,,,,,,,
Unfunded Mandate Regulatory Flexibility Act Information Collection Privacy,,,,,,,,,,,,,,,,,,,,,
Prompting action: Statute,,,,,,,,,,,,,,,,,,,,,
Legal Deadline: Final Rule : 08/10/2006 Rulemaking Project Initiated: 08/10/2005 Docket Number: FMCSA-2008-0363 Dates for Final Rule:,,,,,,,,,,,,,,,,,,,,,
Milestone,Originally Scheduled Date,,,New Projected Date,,,,Actual Date,,,,,,,,,,,,,
To OST,12/21/2009,,,08/01/2011,,,,08/01/2011,,,,,,,,,,,,,
To OMB,01/21/2010,,,09/23/2011,,,,09/22/2011,,,,,,,,,,,,,
OMB Clearance,04/21/2010,,,12/23/2011,,,,,,,,,,,,,,,,,
Publication Date,05/05/2010,,,12/30/2011,,,,,,,,,,,,,,,,,
Explanation for any delay: Additional coordination necessary,,,,,,,,,,,,,,,,,,,,,
Lack of resources,,,,,,,,,,,,,,,,,,,,,
Unanticipated issues requiring further analysis,,,,,,,,,,,,,,,,,,,,,
Federal Register Citation for Final Rule: None,,,,,,,,,,,,,,,,,,,,,
Federal Motor Carrier Safety Administration,,,,,,,,,,,,,,,,,,,,,
Consumer Complaint Information,,,,,,,,,,,,,,,,,,,,Red,
31.,,,,,,,,,,,,,,,,,,,,,
Popular Title: Consumer Complaint Information,,,,,,,,,,,,,,,,,,,,,
RIN 2126-AB01,,,,,,,,,,,,,,,,,,,,,
Stage: Final Rule,,,,,,,,,,,,,,,,,,,,,
"Previous Stage: NPRM: Publication Date 02/20/2008, End of Comment Period 4/21/2008.",,,,,,,,,,,,,,,,,,,,,
"Abstract: The rulemaking would require each motor carrier of household goods to submit a quarterly report of specific identified information regarding complaints that each receives from shippers and consumers to the Agency. This rule responds to Safe, Accountable, Flexible, Efficient, Transportation Equity Act: A Legacy for Users (SAFETEA-LU).",,,,,,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,,,,,
Information Collection,,,,,,,,,,,,,,,,,,,,,
Privacy,,,,,,,,,,,,,,,,,,,,,
Prompting action: Statute,,,,,,,,,,,,,,,,,,,,,
Legal Deadline: Report in place : 08/10/2006 Rulemaking Project Initiated: 08/10/2005 Docket Number: FMCSA-2008-0029,,,,,,,,,,,,,,,,,,,,,
Dates for Final Rule:,,,,,,,,,,,,,,,,,,,,,
Milestone,Originally Scheduled Date,,,New Projected Date,,,,Actual Date,,,,,,,,,,,,,
To OST,08/23/2010,,,05/21/2012,,,,,,,,,,,,,,,,,
To OMB,09/24/2010,,,06/22/2012,,,,,,,,,,,,,,,,,
OMB Clearance,12/24/2010,,,09/21/2012,,,,,,,,,,,,,,,,,
Publication Date,01/07/2011,,,10/02/2012,,,,,,,,,,,,,,,,,
Explanation for any delay: Additional coordination necessary,,,,,,,,,,,,,,,,,,,,,
Federal Register Citation for Final Rule: None,,,,,,,,,,,,,,,,,,,,,
Federal Motor Carrier Safety Administration,,,,,,,,,,,,,,,,,,,,,
Minimum Training Requirements for Entry Level Commercial Motor Vehicle Operations,,,,,,,,,,,,,,,,,,,,Red,
32.,,,,,,,,,,,,,,,,,,,,,
Popular Title: Entry Level Driver Training,,,,,,,,,,,,,,,,,,,,,
RIN 2126-AB06,,,,,,,,,,,,,,,,,,,,,
Stage: Final Rule,,,,,,,,,,,,,,,,,,,,,
Previous Stage: NPRM: Publication Date 12/26/2007; End of Extended Comment Period 5/23/2008.,,,,,,,,,,,,,,,,,,,,,
"Abstract: This rulemaking would require behind-the-wheel and classroom training for persons who must hold a commercial driverÂ´s license to operate commercial motor vehicles. This action is in response to the U.S. Court of Appeals for the District of Columbia CircuitÂ´s December 2005 decision remanding the May 21, 2004, Final Rule, ""Minimum Training Requirements for Entry-Level Commercial Motor Vehicle Operators"" to the  Agency for further consideration. The rulemaking will consider the effectiveness of CMV driver training in reducing crashes, the appropriate types and levels of training that should be mandated, and related costs.",,,,,,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,,,,,
Economically Significant Major,,,,,,,,,,,,,,,,,,,,,
Federalism,,,,,,,,,,,,,,,,,,,,,
Prompting action: Court Action,,,,,,,,,,,,,,,,,,,,,
Legal Deadline: None,,,,,,,,,,,,,,,,,,,,,
Rulemaking Project Initiated: 04/19/2006 Docket Number: FMCSA-2007-27748 Dates for Final Rule:,,,,,,,,,,,,,,,,,,,,,
Milestone,Originally Scheduled Date,,,New Projected Date,,,,Actual Date,,,,,,,,,,,,,
To OST,10/16/2009,,,02/20/2012,,,,,,,,,,,,,,,,,
To OMB,11/16/2009,,,03/23/2012,,,,,,,,,,,,,,,,,
OMB Clearance,02/16/2010,,,06/25/2012,,,,,,,,,,,,,,,,,
Publication Date,02/26/2010,,,07/02/2012,,,,,,,,,,,,,,,,,
Explanation for any delay: Additional coordination necessary,,,,,,,,,,,,,,,,,,,,,
Unanticipated impacts requiring further analysis,,,,,,,,,,,,,,,,,,,,,
Federal Register Citation for Final Rule: None,,,,,,,,,,,,,,,,,,,,,
Federal Motor Carrier Safety Administration,,,,,,,,,,,,,,,,,,,,,
Carrier Safety Fitness Determination,,,,,,,,,,,,,,,,,,,,Red,
33.,,,,,,,,,,,,,,,,,,,,,
Popular Title: Carrier Safety Fitness Determination,,,,,,,,,,,,,,,,,,,,,
RIN 2126-AB11,,,,,,,,,,,,,,,,,,,,,
Stage: NPRM,,,,,,,,,,,,,,,,,,,,,
Previous Stage:None,,,,,,,,,,,,,,,,,,,,,
"Abstract: This rulemaking would revise 49 CFR Part 385, Safety Fitness Procedures, in accordance with the AgencyÂ´s major new initiative, Comprehensive Safety Analysis  (CSA). CSA is a new operational model FMCSA plans to implement that is designed to help the Agency carry out its compliance and enforcement programs more efficiently and effectively. Currently, the safety fitness rating of a motor carrier is determined based on the results of a very labor intensive compliance review conducted at the carrierÂ´s place of business. Aside from roadside inspections and new audits, the compliance review is the AgencyÂ´s primary intervention. Under CSA, FMCSA would propose to implement a broader array of progressive interventions, some of which allow FMCSA to make contact with more carriers. Through this rulemaking FMCSA would establish safety fitness determinations based on safety data from crashes, inspections, and violation history rather than just the standard compliance review. This will enable the Agency to assess the safety performance of a greater segment of the motor carrier industry with the goal of further reducing large truck and bus crashes and fatalities.",,,,,,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,,,,,
Major,,,,,,,,,,,,,,,,,,,,,
Prompting action: Secretarial/Head of Operating Administration Decision,,,,,,,,,,,,,,,,,,,,,
Legal Deadline: None,,,,,,,,,,,,,,,,,,,,,
Rulemaking Project Initiated: 06/21/2007 Docket Number: FMCSA-2004-18898 Dates for NPRM:,,,,,,,,,,,,,,,,,,,,,
Milestone,,Originally Scheduled Date,,,,New Projected Date,,,,Actual Date,,,,,,,,,,,
To OST,,11/12/2007,,,,10/02/2009,,,,09/25/2009,,,,,,,,,,,
Withdrawn from OST,,,,,,03/22/2010,,,,03/22/2010,,,,,,,,,,,
Resubmitted to OST,,,,,,12/19/2011,,,,,,,,,,,,,,,
To OMB,,12/15/2007,,,,01/19/2012,,,,,,,,,,,,,,,
OMB Clearance,,03/15/2008,,,,04/19/2012,,,,,,,,,,,,,,,
Publication Date,,03/29/2008,,,,04/30/2012,,,,,,,,,,,,,,,
End of Comment Period,,06/29/2008,,,,07/02/2012,,,,,,,,,,,,,,,
Explanation for any delay: Additional coordination necessary,,,,,,,,,,,,,,,,,,,,,
Awaiting development of additional data Unanticipated issues requiring further analysis,,,,,,,,,,,,,,,,,,,,,
Federal Register Citation for NPRM: None,,,,,,,,,,,,,,,,,,,,,
34.,,,,,,,,,,,,,,,,,,,,,
Federal Motor Carrier Safety Administration,,,,,,,,,,,,,,,,,,,,,
New Entrant Safety Assurance Process: Implementation of Section 210(b) of the Motor Carrier Safety Improvement Act of 1999,,,,,,,,,,,,,,,,,,,Black,,
Popular Title: MCSIA 210(b),,,,,,,,,,,,,,,,,,,,,
RIN 2126-AB17,,,,,,,,,,,,,,,,,,,,,
Stage: Undetermined,,,,,,,,,,,,,,,,,,,,,
Previous Stage: ANPRM: Publication Date 08/25/2009; End of Comment Period 10/26/2009.,,,,,,,,,,,,,,,,,,,,,
Abstract: This rulemaking would consider methods for ensuring a new applicant carrier is knowledgeable about the applicable safety requirements before being granted New Entrant authority. The agency is considering whether to implement a proficiency examination as part of its revised New Entrant Safety Assurance Process as well as other alternatives. This rulemaking responds to issues raised in a petition from Advocates for Highway and Auto Safety regarding new entrant applicant knowledge.,,,,,,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,,,,,
Prompting action: Court Action,,,,,,,,,,,,,,,,,,,,,
Legal Deadline: None,,,,,,,,,,,,,,,,,,,,,
Rulemaking Project Initiated: 02/26/2009 Docket Number: FMCSA-2001-11061 Dates for Undetermined:,,,,,,,,,,,,,,,,,,,,,
Milestone,,Originally Scheduled Date,,,,New Projected Date,,,,Actual Date,,,,,,,,,,,
To OST,,,,,,,,,,,,,,,,,,,,,
To OMB,,,,,,,,,,,,,,,,,,,,,
OMB Clearance,,,,,,,,,,,,,,,,,,,,,
Publication Date,,,,,,,,,,,,,,,,,,,,,
End of Comment Period,,,,,,,,,,,,,,,,,,,,,
Explanation for any delay: N/A,,,,,,,,,,,,,,,,,,,,,
Federal Register Citation for Undetermined: None,,,,,,,,,,,,,,,,,,,,,
Federal Motor Carrier Safety Administration,,,,,,,,,,,,,,,,,,,,,
Commercial Driver's License Drug and Alcohol Clearinghouse,,,,,,,,,,,,,,,,,,,,Red,
35.,,,,,,,,,,,,,,,,,,,,,
Popular Title: CDL Drug and Alcohol Database,,,,,,,,,,,,,,,,,,,,,
RIN 2126-AB18,,,,,,,,,,,,,,,,,,,,,
Stage: NPRM,,,,,,,,,,,,,,,,,,,,,
Previous Stage: None,,,,,,,,,,,,,,,,,,,,,
"Abstract: This rulemaking would create a central database for verified positive controlled substances and alcohol test results for commercial driverÂ´s license (CDL) holders and refusals by such drivers to submit to testing. This rulemaking would require employers of CDL holders and service agents to report positive test results and refusals to test into the database. Prospective employers, acting on an application for a CDL driver position with the applicantâ€™s written consent to access the database, would query the database to determine if any specific information about the driver applicant is in the database before allowing the applicant to be hired and to drive CMVs. This rulemaking is intended to increase highway safety by ensuring CDL holders, who have tested positive or have refused to submit to",,,,,,,,,,,,,,,,,,,,,
"testing, have completed the U.S. DOTÂ´s return-to-duty process before driving CMVs in",,,,,,,,,,,,,,,,,,,,,
interstate or intrastate commerce. It is also intended to ensure that employers are meeting their drug and alcohol testing responsibilities.,,,,,,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,,,,,
Economically Significant Major,,,,,,,,,,,,,,,,,,,,,
Information Collection Privacy,,,,,,,,,,,,,,,,,,,,,
Prompting action: Secretarial/Head of Operating Administration Decision,,,,,,,,,,,,,,,,,,,,,
Legal Deadline: None,,,,,,,,,,,,,,,,,,,,,
Rulemaking Project Initiated: 03/01/2009,,,,,,,,,,,,,,,,,,,,,
Docket Number: Dates for NPRM:,,,,,,,,,,,,,,,,,,,,,
Milestone,,Originally Scheduled Date,,,,New Projected Date,,,,Actual Date,,,,,,,,,,,
To OST,,02/01/2010,,,,01/09/2012,,,,,,,,,,,,,,,
To OMB,,03/01/2010,,,,02/10/2012,,,,,,,,,,,,,,,
OMB Clearance,,05/31/2010,,,,05/14/2012,,,,,,,,,,,,,,,
Publication Date,,06/18/2010,,,,05/23/2012,,,,,,,,,,,,,,,
End of Comment Period,,09/30/2010,,,,07/24/2012,,,,,,,,,,,,,,,
Explanation for any delay: Additional coordination necessary,,,,,,,,,,,,,,,,,,,,,
"Other, higher priorities",,,,,,,,,,,,,,,,,,,,,
Federal Register Citation for NPRM: None,,,,,,,,,,,,,,,,,,,,,
Federal Motor Carrier Safety Administration,,,,,,,,,,,,,,,,,,,,,
Electronic On-Board Recorders and Hours of Service Supporting Documents,,,,,,,,,,,,,,,,,,,,Red,
36.,,,,,,,,,,,,,,,,,,,,,
Popular Title: EOBR and HOS supporting documents,,,,,,,,,,,,,,,,,,,,,
RIN 2126-AB20,,,,,,,,,,,,,,,,,,,,,
Stage: Undetermined,,,,,,,,,,,,,,,,,,,,,
"Previous Stage: NPRM: Publication Date 02/01/11; End of Comment Period 04/04/2011, NPRM: Extension of Comment Period 04/13/2011; End of Extended Comment Period 05/23/11.",,,,,,,,,,,,,,,,,,,,,
